nome,endereco,cidade,estado,latitude,longitude,imagem_url,fonte_url,detalhe_url,petisco_descricao,telefone,horario,maps_url
222,"R. Francisco Deslandes, 222 | Cruzeiro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9456523,-43.9295759,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09110856/222_buraquimquente_bh_2026_pauloti_unibh-4859.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/3100-revision-v1/,"Buraquim Quente Minipães de sal com gergelim, recheados com carne de panela e finalizados com queijo canastra e couve crispy.",3135643061,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 11h – 23h30 | Domingo: 11h – 19h30,"https://www.google.com/maps/search/?api=1&query=R. Francisco Deslandes, 222 |Belo Horizonte - MG"
Alexandre's Bar,"R. David Alves do Vale, 68 | Santa Rosa, Belo Horizonte – MG",Belo Horizonte,MG,-19.8634011,-43.9441692,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09110859/alexandresbar_porcoamostarda_pauloti_unibh-3271.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/alexandres-bar/,"Porco ""AMOSTARDA"" Costela suína no purê de moranga com tapenade de mostarda com azeitona preta.",31997753957,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 12h – 23h | Domingo: 12h – 22h,"https://www.google.com/maps/search/?api=1&query=R. David Alves do Vale, 68 | Santa Rosa, Belo Horizonte - MG"
Andrade's Beer,"R. Dona Geni, 32 | Maria Helena, Belo Horizonte – MG",Belo Horizonte,MG,-19.8013309,-43.9965515,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09110901/andradesbeer_ossadinhaatolada_bh_2026_rodneycosta_unibh-4615.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/andrades-beer/,"Ossadinha Atolada Pescoço de boi com mandioca cozida e agrião, acompanhado de paçoca de carne de sol e torresmo.",31989145104,Segunda-feira: 17h – 23h | Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 16h – 23h | Domingo: 16h – 23h,"https://www.google.com/maps/search/?api=1&query=R. Dona Geni, 32 | Maria Helena, Belo Horizonte - MG"
Armazém Santa Amélia,"Rua da Sinfonia, 253 | Santa Amélia, Belo Horizonte – MG",Belo Horizonte,MG,,,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09110903/armazemsantaamelia_chucretedemineiro_bh_2026_rodneycosta_unibh-3650.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/armazem-santa-amelia/,"Chucrute de Mineiro Vinagrete de repolho, costelão de boi ao molho do Armazém, acompanhado de batatas-bravas, farofa de bacon crocante e chutney de abacaxi com pimenta-dedo-de-moça.",31972174192,Terça-feira: 17h – 1h | Quarta-feira: 17h – 1h | Quinta-feira: 17h – 1h | Sexta-feira: 17h – 1h | Sábado: 13h – 1h | Domingo: 13h – 22h,"https://www.google.com/maps/search/?api=1&query=Rua da Sinfonia, 253 | Santa Amélia, Belo Horizonte - MG"
Avalanche Bar e Restaurante,"R. Doutor Álvaro Camargos, 1113 | São João Batista, Belo Horizonte – MG",Belo Horizonte,MG,-19.8274428,-43.9615139,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111005/avalancheespeteria_nopeitonaraiz_bh_2026_pauloti_unibh-4514.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/avalanche-bar-e-restaurante/,"No Peito e na Raiz Maçã de peito cozida com couve ao alho, acompanhada de purê cremoso de mandioca.",31998990146,Segunda-feira: 17h – 0h | Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 17h – 0h | Domingo: 15h – 0h,"https://www.google.com/maps/search/?api=1&query=R. Doutor Álvaro Camargos, 1113 | São Belo Horizonte - MG"
Azougue Fogo e Bar,"Rua do Ouro, 835 | Serra, Belo Horizonte – MG",Belo Horizonte,MG,-19.9403611,-43.9200245,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111007/azouquefogobar_oncoto_bh_2026_rodneycosta_unibh-4638.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/azougue-fogo-e-bar/,On co tô Moelinha de frango escondida sob purê de alho-poró e crispy de cebola.,3135823109,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h | Sábado: 12h – 23h | Domingo: 12h – 16h,"https://www.google.com/maps/search/?api=1&query=Rua do Ouro, 835 | Serra, Belo Horizonte - MG"
Baiúca,"R. Piauí, 1884 | Funcionários, Belo Horizonte – MG",Belo Horizonte,MG,-19.9358597,-43.9279865,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111008/baiuca_pastelpeganoporo_bh_2026_pauloti_unibh-4013.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/baiuca/,"Pastel Pega no Poró Pastel de alho-poró com queijo canastra acompanhado de farofa de couve, costelinha, gremolata e molho de goiabada.",3132255602,Terça-feira: 12h – 21h30 | Quarta-feira: 12h – 21h30 | Quinta-feira: 12h – 21h30 | Sexta-feira: 12h – 21h30 | Sábado: 12h – 21h30 | Domingo: 12h – 16h,"https://www.google.com/maps/search/?api=1&query=R. Piauí, 1884 | Funcionários, Belo Horizonte - MG"
Bar Bambú,"R. Divisa Nova, 670 | Salgado Filho, Belo Horizonte – MG",Belo Horizonte,MG,-19.9440127,-43.9840632,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111012/barbambu_tocomnagunamao_bh_2026_isaquerodrigues_unibh-3461.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/barbambu/,Tô com ragu na mão Repolho ao creme com ragu de fraldinha.,31995210404,Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 18h – 23h30 | Domingo: 18h – 23h30,"https://www.google.com/maps/search/?api=1&query=R. Divisa Nova, 670 | Belo Horizonte - MG"
Bar Bendita Baderna,"R. Silva Fortes, 47 | União, Belo Horizonte – MG",Belo Horizonte,MG,-19.8811789,-43.9272578,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111113/barbenditabaderna_benditaporpeta_bh_2026_pauloti_unibh-5051.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/bar-bendita-baderna/,"Bendita porpeta Porpeta de cupim recheada com alho-poró e queijo canastra, ao molho de tomate da casa. Acompanha: farofa de costela (suína) com ora-pro-nóbis",31991823030,Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 12h – 0h | Domingo: 12h – 18h | Segunda-feira: 18h – 0h,"https://www.google.com/maps/search/?api=1&query=R. Silva Fortes, 47 | União, Belo Horizonte - MG"
Bar da Cintia,"R. Pastor Rui Franco, 257 | São João Batista (Venda Nova), Belo Horizonte – MG",Belo Horizonte,MG,-19.8168676,-43.9694756,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111115/bardacintia_chuletadescontraida_bh_2026_pauloti_unibh-5257.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/bar-da-cintia/,"Chuleta Descontraída Chuleta empanada, molho bechamel com repolho, bacon crispy salpicado por cima, acompanhada de um delicioso melaço para dar um toque agridoce ao prato.",36469725,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h | Sábado: 15h – 23h | Domingo: 15h – 22h,"https://www.google.com/maps/search/?api=1&query=R. Pastor Rui Franco, 257 | São João Batista (Venda Nova), Belo Horizonte - MG"
Bar da Fia,"R. dos Astecas, 2722 | Santa Mônica, Belo Horizonte – MG",Belo Horizonte,MG,-19.8299231,-43.9791637,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111117/bardafia_lomboquentecoracaomole_vicentealexandre_unibh-3148.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/bar-da-fia/,"Boca quente, coração mole Pernil assado, acompanhado de tomate recheado com pimenta-dedo-de-moça, geleia de maracujá e finalizado com queijo minas e couve crispy.",31985402775,Terça-feira: 11h – 0h | Quarta-feira: 11h – 0h | Quinta-feira: 11h – 0h | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 23h,"https://www.google.com/maps/search/?api=1&query=R. dos Astecas, 2722 | Santa Mônica, Belo Horizonte - MG"
Bar da Gisa,"Rua Maria Ferreira da Silva, 367 | Fernão Dias, Belo Horizonte – MG",Belo Horizonte,MG,-19.8773115,-43.916571,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111119/bardagisa_ajoelhoutemquerezar_giovanaevilyn_unibh-3157.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/,https://comidadibuteco.com.br/buteco/bar-da-gisa/,Ajoelhou tem que rezar Joelho de porco acompanhado de ora-pro-nóbis e polenta frita.,31984840138,Terça-feira: 13h – 0h | Quarta-feira: 13h – 0h | Quinta-feira: 13h – 0h | Sexta-feira: 13h – 0h | Sábado: 10h – 0h | Domingo: 10h – 0h,"https://www.google.com/maps/search/?api=1&query=Rua Maria Ferreira da Silva, 367 | Belo Horizonte - MG"
Bar da Lu,"R. Geralda Marinho, 41 | São João Batista (Venda Nova), Belo Horizonte – MG",Belo Horizonte,MG,-19.8268831,-43.9645853,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111121/bardalu_popeyemineiro_bh_2026_rodneycosta_unibh-4185.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-da-lu/,"Popeye Mineiro Parmegiana de alcatra regada com molho pomodoro artesanal, manjericão e muçarela derretida. Acompanhada de molho bechamel de espinafre e torradas rústicas.",31999327787,Segunda-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h | Sábado: 12h30 – 22h | Domingo: 12h30 – 19h,"https://www.google.com/maps/search/?api=1&query=R. Geralda Marinho, 41 | São João Batista (Venda Nova), Belo Horizonte - MG"
Bar da Praça,"Rua Oeste, 517 | Calafate, Belo Horizonte – MG",Belo Horizonte,MG,-19.9230609,-43.969218,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111222/bardapraca_cadimdenos_bh_2026_pauloti_unibh-4502.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-da-praca/,"Cadim de Nós Bolinho de carne recheado com alho-poró, requeijão e queijo parmesão, com farofa de couve com torresmo e molho da casa.",3191472685,Segunda-feira: 16h – 21h | Terça-feira: 16h – 21h | Quarta-feira: 16h – 21h | Quinta-feira: 16h – 21h | Sexta-feira: 16h – 21h,"https://www.google.com/maps/search/?api=1&query=Rua Oeste, 517 | Calafate, Belo Horizonte - MG"
Bar da Silvânia,"R. Soares Nogueira, 801 | Camargos, Belo Horizonte – MG",Belo Horizonte,MG,-19.9402357,-44.0216093,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111224/bardasilvania_tesourocaipiracomencantodahorta_bh_2026_giovanaevelyn_unibh-3364.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-da-silvania/,"Tesouro caipira com encanto da horta Corte suíno ao molho curto, creme de mandioca, farofa de couve com bacon e acelga fresca ao alho.",31993387815,Terça-feira: 17h30 – 0h30 | Quarta-feira: 17h30 – 0h30 | Quinta-feira: 17h30 – 0h30 | Sexta-feira: 17h30 – 0h30 | Sábado: 17h30 – 0h30,"https://www.google.com/maps/search/?api=1&query=R. Soares Nogueira, 801 | Camargos, Belo Horizonte - MG"
Bar do Bartolomeu,"R. Arthur Luchesi, 356 | Santa Helena (Barreiro), Belo Horizonte – MG",Belo Horizonte,MG,-19.985134,-44.0112649,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111226/bardobartolomeu_triomineirobaodemais_bh_2026_rodneycosta_unibh-4207.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-do-bartolomeu/,"Trio Mineiro-Bão di Mais Maçã de peito cozida com molho da casa, purê de batata com queijo, couve com bacon.",31975479909,Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 14h – 23h | Domingo: 14h – 23h,"https://www.google.com/maps/search/?api=1&query=R. Arthur Luchesi, 356 | Santa Helena (Barreiro), Belo Horizonte - MG"
Bar do Bem,"Rua Vicentina Coutinho Camargos, 100 | Álvaro Camargos, Belo Horizonte – MG",Belo Horizonte,MG,-19.9153621,-44.0062588,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111228/bardobem_brsileirinhoraiz_bh_2026_rodneycosta_unibh-5080.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-do-bem/,"Brasileirinho Raiz Ossobuco com angu 'molin', 'temperadim', com couve rasgadinha e molho da casa.",31991745708,Terça-feira: 18h30 – 0h | Quarta-feira: 18h30 – 0h | Quinta-feira: 18h30 – 0h | Sexta-feira: 18h30 – 0h | Sábado: 14h – 0h | Domingo: 13h – 17h,"https://www.google.com/maps/search/?api=1&query=Rua Vicentina Coutinho Camargos, 100 | Álvaro Camargos, Belo Horizonte - MG"
Bar do Dedinho,"Avenida Guarapari, 872 | Santa Amélia, Belo Horizonte – MG",Belo Horizonte,MG,-19.8457505,-43.9777126,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111229/bardodedinho_kafteivossamensagem_bh_2026_isabelaaraujo_unibh-3503.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/3121-revision-v1/,"Kaftei Vossa Vontade Kafta recheada com queijo, acompanha batata da mamãe e salada americana. Com molhos da casa.",31999902018,Segunda-feira: 17h – 23h30 | Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 12h – 0h30 | Sábado: 11h – 0h30 | Domingo: 11h – 22h,"https://www.google.com/maps/search/?api=1&query=Avenida Guarapari, 872 | Belo Horizonte - MG"
Bar do João (São João Batista),"R. Geralda Marinho, 117 | São João Batista (Venda Nova), Belo Horizonte – MG",Belo Horizonte,MG,-19.8268831,-43.9645853,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111331/bardojoao_nabocadopovo_bh_2026_rodneycosta_unibh-4472.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/3125-revision-v1/,"Na Boca do Boi Língua de boi ao molho de cerveja escura, com agrião, acompanhada de pães.",3134511344,Segunda-feira: 17h – 23h30 | Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 23h30 | Quinta-feira: 17h – 23h30 | Sexta-feira: 17h – 23h30 | Sábado: 12h30 – 23h30 | Domingo: 12h30 – 23h30,"https://www.google.com/maps/search/?api=1&query=R. Geralda Marinho, 117 | Belo Horizonte - MG"
Bar do Kim,"Rua Júlio de Castilho, 1071 | Palmeiras, Belo Horizonte – MG",Belo Horizonte,MG,,,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111333/bardokim_fraldinhasupreme_bh_2026_pauloti_unibh-4724.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-do-kim/,Fraldinha Suprema Fraldinha com creme de espinafre com crispy de cebola e geleia de tomate.,31987768550,Segunda-feira: 17h30 – 23h30 | Terça-feira: 17h30 – 23h30 | Quarta-feira: 17h30 – 23h30 | Quinta-feira: 17h30 – 23h30 | Sexta-feira: 17h30 – 23h30 | Sábado: 12h – 23h | Domingo: 12h – 23h,"https://www.google.com/maps/search/?api=1&query=Rua Júlio de Castilho, 1071 | Palmeiras, Belo Horizonte - MG"
Bar do Momô,"Avenida Coronel José Benjamim, 777 | Padre Eustáquio, Belo Horizonte – MG",Belo Horizonte,MG,-19.9166757,-43.9703332,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111335/bardomomo_esferasuina_rodneycosta_unibh-3114.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/3520-revision-v1/,"Esfera Suína do Momô Almôndega de linguiça suína recheada com pimenta-biquinho ao molho de tomate. Acompanhada de farofa de torresmo, ninho de couve com ovo de codorna e muçarela.",31987818567,Segunda-feira: 16h – 0h | Quarta-feira: 16h – 0h | Quinta-feira: 16h – 0h | Sexta-feira: 16h – 0h | Sábado: 16h – 0h | Domingo: 12h – 20h,"https://www.google.com/maps/search/?api=1&query=Avenida Coronel José Benjamim, 777 | Belo Horizonte - MG"
Bar do Nelson,"R. Vicente Risola, 1000 | Santa Inês, Belo Horizonte – MG",Belo Horizonte,MG,-19.8828976,-43.9096206,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111336/bardonelson_brasileirinho_bh_2026_rodneycosta_unibh-4559.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-do-nelson/,"Brasileirinho Sobrecoxa de frango no molho de cebola queimada, acompanhada de angu na cama de mostarda.",996726908,Terça-feira: 15h – 23h55 | Quarta-feira: 15h – 23h55 | Quinta-feira: 15h – 23h55 | Sexta-feira: 15h – 23h55 | Sábado: 11h – 23h55 | Domingo: 11h – 20h,"https://www.google.com/maps/search/?api=1&query=R. Vicente Risola, 1000 | Santa Inês, Belo Horizonte - MG"
Bar do Peixinho,"Avenida Bernardo de Vasconcelos, 1824 | Cachoeirinha, Belo Horizonte – MG",Belo Horizonte,MG,-19.8757884,-43.9293954,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111338/bardopeixinho_tilapiaroletera_bh_2026_isaquerodrigues_unibh-3830.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-do-peixinho/,"Tilápia Roletera Roletes de filé de tilápia empanado, recheados com mix de rúcula, muçarela e tomate seco. Acompanha molho especial da casa.",3137895216,Terça-feira: 11h – 15h e 17h30 – 23h | Quarta-feira: 11h – 15h e 17h30 – 23h | Sexta-feira: 11h – 15h e 17h30 – 23h | Sábado: 17h30 – 23h30 | Domingo: 10h – 16h,"https://www.google.com/maps/search/?api=1&query=Avenida Bernardo de Vasconcelos, 1824 | Belo Horizonte - MG"
Bar do Primo,"Avenida Amazonas, 4649 | Nova Suíça, Belo Horizonte – MG",Belo Horizonte,MG,-19.9297695,-43.9779451,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/16114137/whatsapp-image-2026-03-16-at-14.39.03.jpeg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/2/,https://comidadibuteco.com.br/buteco/bar-do-primo/,Maçã de peito à moda do primo Maçã de peito com batata-doce e mostarda.,31995323260,Segunda-feira: 18h – 0h | Terça-feira: 18h – 0h | Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 18h – 0h | Domingo: 18h – 0h,"https://www.google.com/maps/search/?api=1&query=Avenida Amazonas, 4649 | Nova Suíça, Belo Horizonte - MG"
Bar do Regis,"R. Gávea, 422 | Jardim América, Belo Horizonte – MG",Belo Horizonte,MG,-19.9388489,-43.9752421,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09111441/bardoregis_leilaoeevanoparaiso_bh_2026_giovanaevelyn_unibh-3344.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/3/,https://comidadibuteco.com.br/buteco/24790-revision-v1/,"Leitão e Eva no Paraíso Costelinha suína, polenta com queijo e ora-pro-nóbis.",31971158894,Terça-feira: 17h – 23h30 | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 14h – 0h | Domingo: 11h – 17h,"https://www.google.com/maps/search/?api=1&query=R. Gávea, 422 | Jardim América, Belo Horizonte - MG"
