nome,endereco,cidade,estado,latitude,longitude,imagem_url,fonte_url,detalhe_url,petisco_descricao,telefone,horario,maps_url
Prado Beer,"Av. Francisco Sá, 590 | Prado, Belo Horizonte – MG",Belo Horizonte,MG,-19.928111,-43.9596885,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113156/pradobeer_musculodopopeye_bh_2026_pauloti_unibh-4945.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/prado-beer/,Músculo do Popeye Músculo com purê de batata e molho pesto de espinafre. Acompanhado de melado de cana e vitamina do Popeye.,31326744103125517794,Segunda-feira: 12h30 – 0h | Terça-feira: 12h30 – 0h | Quarta-feira: 12h30 – 0h | Quinta-feira: 12h30 – 0h | Sexta-feira: 12h30 – 0h | Sábado: 12h30 – 0h | Domingo: 12h30 – 22h,"https://www.google.com/maps/search/?api=1&query=Av. Francisco Sá, 590 | Prado, Belo Horizonte - MG"
Queremos Frango,"Avenida Joaquim Clemente, 730 | Floramar, Belo Horizonte – MG",Belo Horizonte,MG,-19.8396478,-43.9332774,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113158/queremosfrango_soforteuai_bh_2026_rodneycosta_unibh-4390.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/queremos-frango/,"Sô forte uai Mingau de mandioca com couve rasgada, músculo ao vinho, mandiocas fritas e torradinhas caseiras.",31991858236,Terça-feira: 17h – 22h30 | Quarta-feira: 17h – 22h30 | Quinta-feira: 17h – 22h30 | Sexta-feira: 17h – 22h30 | Sábado: 11h – 22h | Domingo: 11h – 16h,"https://www.google.com/maps/search/?api=1&query=Avenida Joaquim Clemente, 730 | Belo Horizonte - MG"
Quintal do Louzada,"Rua Gávea, 358 | Nova Suíça, Belo Horizonte – MG",Belo Horizonte,MG,-19.9388489,-43.9752421,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113159/quintaldolouzada_charuteco_isaquerodrigues_unibh-3203.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/quintal-do-louzada/,"Charuteco Caipira Charuto de couve recheado com ragu de linguiça, com bolacha de acelga e crispy de alho-poró. Acompanha: cachaça da roça.",31975636019,Terça-feira: 18h – 23h | Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 0h | Sábado: 18h – 0h,"https://www.google.com/maps/search/?api=1&query=Rua Gávea, 358 | Belo Horizonte - MG"
Quioxque Botequim Carioca,"Rua Henrique Badaró Portugal, 157 | Buritis, Belo Horizonte – MG",Belo Horizonte,MG,-19.9724056,-43.9758798,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113301/quioxquecarioca_souomarinheiropopeye_bh_2026_pauloti_unibh-5175.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/quioxque-butiquim-carioca/,"Sou Marinheiro Popeye Prexecas de espinafre, sob molho pomodoro, gratinadas com queijo e acompanhadas de batatas bolinhas em conserva bem temperadas com alho, bacon e pimenta-calabresa. Servidas com pesto de espinafre e manjericão.",31984778708,Segunda-feira: 11h30 – 0h | Terça-feira: 11h30 – 0h | Quarta-feira: 11h30 – 0h | Quinta-feira: 11h30 – 0h | Sexta-feira: 11h30 – 0h | Sábado: 11h30 – 0h | Domingo: 11h30 – 20h,"https://www.google.com/maps/search/?api=1&query=Rua Henrique Badaró Portugal, 157 | Buritis, Belo Horizonte - MG"
Quitandas da Tia Nice Bar,"R. Alabastro, 146 | Horto, Belo Horizonte – MG",Belo Horizonte,MG,-19.9121372,-43.9210181,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113303/quitandasdatianice_toki_bh_2026_rodneycosta_unibh-4358.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/quitandas-da-tia-nice-bar/,"Tô Ki Iscas de paleta suína e copa lombo salteadas com cebola-roxa, pimentões, cenoura, cebolinha, acelga, alho-poró e molho agridoce da casa. Acompanha salada de manga com pimentões, pimenta-dedo-de-moça, mel e croutons da casa.",3198240120,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 11h – 23h | Domingo: 11h – 20h,"https://www.google.com/maps/search/?api=1&query=R. Alabastro, 146 | Horto, Belo Horizonte - MG"
Recanto da Traíra,"Rua Alberto Cintra, 47 | União, Belo Horizonte – MG",Belo Horizonte,MG,-19.8838936,-43.9290558,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113304/recantodatraira_trairanaotrai_bh_2026_isacrodrigues_unibh-3792.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/recanto-da-traira/,"Uai, Traíra não Traí Traíra com purê de mandioca e crispy de couve, banana-da-terra e batata chips. Acompanha: molho melado e molho de maracujá.",31988150787,Terça à quinta de 17h às 00h l Sexta e sábado de 11h às 00 horas l Domingos e feriados 11h às 18 horas,"https://www.google.com/maps/search/?api=1&query=Rua Alberto Cintra, 47 | Belo Horizonte - MG"
Reforma Bar,"Rua Joaquim Nabuco, 577 | Nova Suíça, Belo Horizonte – MG",Belo Horizonte,MG,-19.9354463,-43.9772205,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113306/barreforma_maviadastrouxas_bh_2026_rodneycosta_unibh-4343.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/9/,https://comidadibuteco.com.br/buteco/reforma/,Maria das Trouxas Trouxas de couve recheadas com bacalhau cremoso ao molho branco.,31992935150,Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 17h – 0h,"https://www.google.com/maps/search/?api=1&query=Rua Joaquim Nabuco, 577 | Belo Horizonte - MG"
Rei da Picanha,"Avenida Sebastião de Brito, 400 | Dona Clara, Belo Horizonte – MG",Belo Horizonte,MG,-19.8614898,-43.9437183,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113307/reidapicanha_depicanhacaomavida_bh_2026_pauloti_unibh-4527.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/rei-da-picanha/,"De picanha com a vida Picanha suína, acompanhada de chutney de tomate-cereja picante, batata rústica com pesto de couve e espinafre.",31920077690,17h – 23h00 | Terça-feira: 17h – 23h00 | Quarta-feira: 17h – 23h00 | Quinta-feira: 17h – 23h00 | Sexta-feira: 17h – 23h00 | Sábado: 13h – 22h30| Domingo: 13h – 22h30,"https://www.google.com/maps/search/?api=1&query=Avenida Sebastião de Brito, 400 | Belo Horizonte - MG"
Rei do Peixe,"R. Ramalho Ortigão, 735 | Santa Branca, Belo Horizonte – MG",Belo Horizonte,MG,-19.8307182,-43.9654983,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113409/reidopeixe_polpettasdorei_bh_2026_pauloti_unibh-4918.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/rei-do-peixe/,"Polpetta do Rei Almôndegas de tilápia ao molho de tomate e alho-poró, acompanhadas de torradas.",31972669782,Terça-feira: 17h30 – 23h30 | Quarta-feira: 17h30 – 23h30 | Quinta-feira: 17h30 – 23h30 | Sexta-feira: 17h30 – 23h30 | Sábado: 13h – 23h30 | Domingo: 13h – 22h,"https://www.google.com/maps/search/?api=1&query=R. Ramalho Ortigão, 735 | Santa Branca, Belo Horizonte - MG"
Resenha da Naty,"R. Gonçalves Lêdo, 288 | Cachoeirinha, Belo Horizonte – MG",Belo Horizonte,MG,-19.8930163,-43.9460919,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113411/resenhadanaty_podecomerquenaoepecado_bh_2026_rodneycosta_unibh-4649.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/resenha-da-naty/,Pode comer que não é pecado Maçã de peito cozida com pedaços de milho-verde e couve crispy com alho.,31999284873,Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h | Sábado: 12h – 23h | Domingo: 12h – 18h,"https://www.google.com/maps/search/?api=1&query=R. Gonçalves Lêdo, 288 | Cachoeirinha, Belo Horizonte - MG"
S.O.S Pub,"Avenida Padre José Maurício, 1126 | Vista Alegre, Belo Horizonte – MG",Belo Horizonte,MG,-19.9520894,-43.9926409,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113413/sospub_boienrolado_bh_2026_rodneycosta_unibh-5057.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/s-o-s-pub/,"Boi enrolado Costela de boi com arroz, enrolada no repolho sob uma cama de molho de tomate e coberta com molho de queijo gratinado.",31992950703,Segunda-feira: 17h – 0h | Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 17h – 0h | Domingo: 17h – 0h,"https://www.google.com/maps/search/?api=1&query=Avenida Padre José Maurício, 1126 | Vista Alegre, Belo Horizonte - MG"
Sant'Esquina Butiquim,"Rua Ramalho Ortigão, 650 | Santa Branca, Belo Horizonte – MG",Belo Horizonte,MG,-19.8307182,-43.9654983,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113414/santesquinabutequim_atoladimdeboibebum_bh_2026_pauloti_unibh-3975.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/santesquina-butiquim/,Atoladinho de boi bebum Ragu de lombinho bovino com aligot de mandioca e crispy de couve.,31988997273,Segunda-feira: 17h – 0h | Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 13h – 0h | Domingo: 12h – 20h,"https://www.google.com/maps/search/?api=1&query=Rua Ramalho Ortigão, 650 |Belo Horizonte - MG"
Santa Boemia,"R. Mármore, 534 | Santa Teresa, Belo Horizonte – MG",Belo Horizonte,MG,,,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113416/santaboemia_mamamia_bh_2026_rodneycosta_unibh-4596.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/santa-boemia/,"Mama mia! Bolinhos empanados na panko e fritos, preparados com uma combinação de rúcula, queijos e tomates. Acompanhados de um molho de tomates especial.",31991322623,Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 11h – 0h | Domingo: 11h – 21h,"https://www.google.com/maps/search/?api=1&query=R. Mármore, 534 | Santa Teresa, Belo Horizonte - MG"
Santuário Retrô,"Av. Padre Vieira, 150 | Minas Brasil, Belo Horizonte – MG",Belo Horizonte,MG,-19.9160217,-43.9899947,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113518/santuarioretro_dugibi_bh_2026_pauloti_unibh-4873.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/santuario-retro/,"Du Gibí Bifão dos Flintstones, de copa lombo, com creme de espinafre do Popeye, picles de brócolis, couve-flor e pimentão; e batata bolinha.",31992084950,Terça-feira: 17h – 23h | Quarta-feira: 17h – 23h | Quinta-feira: 17h – 23h | Sexta-feira: 17h – 23h | Sábado: 11h – 23h | Domingo: 11h – 19h,"https://www.google.com/maps/search/?api=1&query=Av. Padre Vieira, 150 | Minas Brasil, Belo Horizonte - MG"
Seu Justino,"Rua Dona Conceição Martins, 63 | Maria Helena, Belo Horizonte – MG",Belo Horizonte,MG,-19.8022926,-43.9995124,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113520/seujustino_roledojustino_fernandaoliveira_unibh-3183.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/seu-justino/,"Rolê do Justino Bife de boi à rolê, purê de abóbora com espinafre, acompanhado com caldo da carne e queijo coalho grelhado e defumado.",31986961235,Quarta-feira: 18h – 23h | Quinta-feira: 18h – 23h | Sexta-feira: 18h – 23h | Sábado: 12h – 23h | Domingo: 12h – 23h |,"https://www.google.com/maps/search/?api=1&query=Rua Dona Conceição Martins, 63 | Belo Horizonte - MG"
Sô Bar,"Av. Altamiro Avelino Soares, 426 | Castelo, Belo Horizonte – MG",Belo Horizonte,MG,-19.8803447,-44.0025815,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113521/sobar_sovem_bh_2026_pauloti_unibh-5007.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/so-bar/,"Só vem Linguiça artesanal recheada com alho-poró, finalizada com queijo derretido e um toque especial de alho-poró.",31992797084,Segunda-feira: 11h – 23h30 | Terça-feira: 11h – 23h30 | Quarta-feira: 11h – 23h30 | Quinta-feira: 11h – 23h30 | Sexta-feira: 11h – 23h30 | Sábado: 11h – 23h30,"https://www.google.com/maps/search/?api=1&query=Av. Altamiro Avelino Soares, 426 | Castelo, Belo Horizonte - MG"
Spetim,"R. Ilacir Pereira Lima, 518 | Silveira, Belo Horizonte – MG",Belo Horizonte,MG,-19.8891649,-43.9302049,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113523/spetim_donafarofaesrporquinho_bh_2026_pauloti_unibh-5204.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/spetim/,"Dona Farofa e Sr. Porquinho Farofa de espinafre, agrião e alho-poró na manteiga, servida com costelinha caipira pururucada e vinagrete de abacaxi com pimenta-biquinho.",3134821232,Segunda-feira: 11h – 23h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 0h | Sábado: 11h – 0h | Domingo: 11h – 23h,"https://www.google.com/maps/search/?api=1&query=R. Ilacir Pereira Lima, 518 | Silveira, Belo Horizonte - MG"
Sunset Bar,"R. Érico Veríssimo, 2039 | Santa Mônica, Belo Horizonte – MG",Belo Horizonte,MG,-19.8222794,-43.9786635,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113525/sunsetbar_costelaveiadeguerra_bh_2026_rodneycosta_unibh-3325.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/sunset-bar/,"Costela Véia de Guerra Costela de boi com mandioca cozida, almeirão refogado e acompanhada de farofa da casa.",31986694770,Segunda-feira: 18h – 23h30 | Terça-feira: 18h – 23h30 | Quarta-feira: 18h – 23h30 | Quinta-feira: 18h – 23h30 | Sexta-feira: 18h – 23h30 | Sábado: 16h – 23h30 | Domingo: 16h – 23h30,"https://www.google.com/maps/search/?api=1&query=R. Érico Veríssimo, 2039 | Belo Horizonte - MG"
Tanganica Art Bar,"R. Padre Demerval Gomes, 380 | Coração Eucarístico, Belo Horizonte – MG",Belo Horizonte,MG,-19.9254737,-43.9917045,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113626/tanganica_triovegano_bh_2026_pauloti_unibh-4057.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/10/,https://comidadibuteco.com.br/buteco/tanganica-art-bar/,"Trio Vegano Mix vegano com linguiça de espinafre, pastel de ora-pro-nóbis, torresmo de milho e molho de alho.",31992112697,Terça-feira: 11h – 13h e 18h – 22h30 | Quarta-feira: 11h – 13h e 18h – 22h30 | Quinta-feira: 11h – 13h e 18h – 22h30 | Sexta-feira: 11h – 13h e 18h – 22h30 | Sábado: 18h – 22h30 |,"https://www.google.com/maps/search/?api=1&query=R. Padre Demerval Gomes, 380 | Coração Eucarístico, Belo Horizonte - MG"
Toca do Ogro,"R. Professor Nelson de Sena, 4 | Pampulha, Belo Horizonte – MG",Belo Horizonte,MG,-19.8543191,-43.9568613,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113628/tocadoogro_triodaroca_bh_2026_rodneycosta_unibh-3916.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/toca-do-ogro/,"Trio da Roça Sambiquira douradinha, torresmo estalando e couve-flor à milanesa: três crocâncias que se uniram num trio pra conquistar seu coração e sua cerveja, acompanhado de um creme de alho-poró que coroa essa combinação, fechando com a harmonização perfeita.",3136653838,Terça-feira: 17h30 – 22h30 | Quarta-feira: 17h30 – 22h30 | Quinta-feira: 17h30 – 22h30 | Sexta-feira: 17h30 – 23h | Sábado: 12h – 23h | Domingo: 12h – 15h,"https://www.google.com/maps/search/?api=1&query=R. Professor Nelson de Sena, 4 | Pampulha, Belo Horizonte - MG"
Toninho – Alto Forno,"R. Miracema, 100 | Santo André, Belo Horizonte – MG",Belo Horizonte,MG,-19.8999841,-43.9522977,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113630/bartoninhoaltoforno_penorabo_bh_2026_pauloti_unibh-5193.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/5706-revision-v1/,"Pé no Rabo (Homenagem ao Tonhão) Rabada com pé de porco (a tradicional ""mãozinha""), cozidos com ora-pro-nóbis e rodelas de milho-verde. Acompanha farofa dourada.",3136544064,Terça-feira: 18h – 1h30 | Quarta-feira: 18h – 1h30 | Quinta-feira: 18h – 1h30 | Sexta-feira: 18h – 1h30 | Sábado: 18h – 1h30 | Domingo: 18h – 0h30,"https://www.google.com/maps/search/?api=1&query=R. Miracema, 100 | Santo André, Belo Horizonte - MG"
Us Motoca,"R. Blenda, 91 | Camargos, Belo Horizonte – MG",Belo Horizonte,MG,-19.9407705,-44.0148074,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113632/usmotoca_risotomineiro_bh_2026_rodneycosta_unibh-4269.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/3187-revision-v1/,"Risoto Mineiro Risoto de canjica com couve, bacon, linguiça e costelinha com mostarda de jabuticaba, servido com crispy de alho-poró e chips de jiló.",31985444031,Terça-feira: 18h – 0h | Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 0h | Sábado: 18h – 0h | Domingo: 11h30 – 15h,"https://www.google.com/maps/search/?api=1&query=R. Blenda, 91 | Camargos, Belo Horizonte - MG"
Via Deslandes,"Rua Francisco Deslandes, 10 | Anchieta, Belo Horizonte – MG",Belo Horizonte,MG,-19.9441031,-43.9300901,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113633/viadeslandes_dijoelho_bh_2026_pauloti_unibh-4933.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/via-deslandes/,"Di Joelho Joelho de porco defumado, com chucrute, maionese de batata e chutney de abacaxi.",3136573677,Segunda-feira: 11h – 17h | Terça-feira: 11h – 23h | Quarta-feira: 11h – 23h | Quinta-feira: 11h – 23h | Sexta-feira: 11h – 23h | Sábado: 11h – 23h | Domingo: 11h – 17h,"https://www.google.com/maps/search/?api=1&query=Rua Francisco Deslandes, 10 | Belo Horizonte - MG"
Xambar,"Av. Augusto de Lima, 233 – Edifício Maleta | Centro, Belo Horizonte – MG",Belo Horizonte,MG,-19.9248113,-43.9375775,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113736/xambar_escondeesconde_bh_2026_rodneycosta_unibh-4581.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/xambar/,"Esconde-Esconde Escondidinho de alho-poró, recheado com carne de boi desfiada, acompanhado por torradas amanteigadas.",31994108635,Segunda-feira: 17h – 0h | Terça-feira: 17h – 0h | Quarta-feira: 17h – 0h | Quinta-feira: 17h – 0h | Sexta-feira: 17h – 0h | Sábado: 17h – 0h,"https://www.google.com/maps/search/?api=1&query=Av. Augusto de Lima, 233 - Edifício Maleta | Centro, Belo Horizonte - MG"
Zé Bolacha,"Rua das Melancias, 35 | Vila Clóris, Belo Horizonte – MG",Belo Horizonte,MG,-19.8211973,-43.9515485,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113737/zebolachabar_menudosgerais_bh_2026_pauloti_unibh-5144.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/ze-bolacha/,"Menu de Minas Entradas: shot de canjiquinha petisco, bruschettas de pão de queijo recheado com requeijão, servidas com mix de carnes (bovinas e suínas) com alho-poró e molho pesto de espinafre. Sobremesa: queijo minas com goiabada.",3134541052,Segunda-feira: 18h – 0h | Terça-feira: 18h – 0h | Quarta-feira: 18h – 0h | Quinta-feira: 18h – 0h | Sexta-feira: 18h – 1h | Sábado: 18h – 1h,"https://www.google.com/maps/search/?api=1&query=Rua das Melancias, 35 | Vila Clóris, Belo Horizonte - MG"
Zoo Bar,"Av. Otacílio Negrão de Lima, 7844 | Pampulha, Belo Horizonte – MG",Belo Horizonte,MG,-19.8546939,-44.0046833,https://cdb-static-files.s3.amazonaws.com/wp-content/uploads/2026/03/09113739/zoobar_procoro_bh_2026_rodneycosta_unibh-4379.jpg,https://comidadibuteco.com.br/butecos/belo-horizonte/page/11/,https://comidadibuteco.com.br/buteco/zoo-bar/,"Porcoró Iscas de filé-mignon suíno, acompanhadas de batatas salteadas no creme de alho-poró e farofa da casa.",319917562253134917455,Terça-feira: 11h – 15h30 | Quarta-feira: 11h – 15h30 | Quinta-feira: 12h – 21h30 | Sexta-feira: 12h – 21h30 | Sábado: 13h – 21h30 | Domingo: 12h – 16h30,"https://www.google.com/maps/search/?api=1&query=Av. Otacílio Negrão de Lima, 7844 | Pampulha, Belo Horizonte - MG"
